512
0,inf,inf,inf,inf,inf,inf,56,inf,65,74,inf,90,inf,inf,inf,76,79,82,69,70,47,29,inf,inf,16,inf,72,31,77,inf,inf,89,inf,inf,inf,54,inf,inf,78,8,65,inf,inf,94,71,11,68,94,inf,50,inf,inf,inf,inf,inf,55,inf,94,inf,77,inf,50,66,69,63,inf,38,51,inf,inf,32,inf,44,inf,86,28,inf,inf,10,inf,inf,inf,92,17,inf,41,inf,inf,20,11,98,inf,83,inf,inf,67,67,77,5,inf,33,inf,53,60,inf,2,inf,inf,inf,inf,82,54,inf,95,inf,inf,62,56,22,inf,91,inf,14,51,38,39,inf,inf,70,inf,13,inf,inf,100,8,37,inf,inf,99,inf,75,23,inf,inf,97,62,61,inf,inf,90,48,90,inf,inf,inf,79,25,inf,48,88,inf,30,inf,64,29,inf,inf,23,inf,inf,inf,inf,inf,inf,53,69,inf,50,inf,inf,inf,inf,inf,72,inf,inf,inf,inf,inf,inf,52,inf,4,inf,90,inf,39,inf,16,96,27,4,26,47,54,inf,81,inf,37,inf,inf,inf,inf,inf,28,38,12,inf,inf,75,68,inf,92,inf,inf,81,27,inf,inf,100,52,13,inf,inf,inf,inf,inf,73,inf,18,inf,inf,57,inf,inf,87,70,12,inf,inf,inf,inf,57,inf,inf,inf,34,inf,70,inf,73,30,67,71,67,inf,inf,inf,63,inf,inf,inf,85,inf,inf,92,27,34,99,78,inf,inf,38,inf,inf,inf,20,72,65,94,inf,85,inf,inf,inf,98,inf,inf,inf,inf,4,60,inf,inf,14,33,inf,45,73,96,37,40,92,inf,inf,inf,1,inf,84,inf,inf,33,inf,inf,inf,inf,inf,inf,inf,75,inf,92,inf,32,inf,inf,65,85,inf,36,inf,inf,inf,inf,33,inf,53,34,8,77,21,inf,80,inf,inf,41,4,97,inf,inf,inf,83,37,8,40,98,86,inf,inf,inf,inf,inf,inf,81,61,inf,67,59,inf,inf,inf,inf,inf,75,inf,12,47,inf,84,67,inf,38,40,9,inf,45,4,inf,inf,inf,27,inf,inf,inf,31,48,85,20,88,4,inf,18,51,inf,inf,61,inf,inf,11,2,inf,inf,81,inf,inf,25,inf,inf,inf,51,inf,inf,77,88,inf,40,inf,32,inf,inf,inf,7,inf,1,42,inf,inf,61,inf,inf,37,inf,inf,inf,2,30,97,39,inf,inf,inf,37,40,inf,inf,7,inf,inf,73,inf,47,82,94,inf,98,1,85,50,inf,inf,inf,inf,inf,inf,inf,91,71,inf,inf,inf,17,4,inf,12,inf,77,inf,77,inf,inf,inf,inf,inf,inf,inf,inf,11,inf,67,22,28
inf,0,64,inf,72,inf,inf,27,70,inf,21,2,31,19,54,63,inf,inf,76,85,inf,inf,inf,99,59,38,19,92,49,inf,61,34,inf,59,2,inf,inf,inf,42,inf,inf,10,inf,inf,inf,inf,93,inf,inf,inf,inf,inf,inf,inf,inf,97,18,67,inf,inf,inf,97,inf,49,86,90,inf,94,inf,inf,91,84,inf,48,inf,12,37,53,inf,inf,inf,49,inf,52,inf,inf,inf,inf,inf,71,92,inf,84,51,inf,inf,86,33,inf,4,inf,inf,inf,98,inf,inf,inf,inf,inf,inf,92,inf,97,inf,25,inf,68,84,inf,inf,36,inf,50,inf,inf,57,2,83,87,inf,99,inf,inf,inf,inf,inf,inf,60,inf,8,8,inf,17,inf,inf,inf,inf,32,inf,54,84,14,inf,70,60,21,82,24,inf,20,inf,87,inf,75,30,inf,42,29,inf,1,93,inf,39,inf,4,inf,87,inf,70,inf,inf,inf,inf,inf,70,inf,67,inf,80,63,81,11,18,49,33,57,90,45,66,inf,inf,57,inf,inf,inf,inf,inf,95,9,12,70,93,inf,inf,58,inf,41,45,29,79,68,inf,89,inf,21,34,inf,inf,66,53,59,inf,inf,50,100,48,28,inf,31,inf,inf,inf,inf,inf,inf,inf,6,30,88,71,inf,inf,inf,inf,inf,24,89,inf,inf,inf,6,inf,72,10,32,45,100,inf,76,86,inf,9,inf,inf,32,54,28,inf,inf,inf,inf,11,36,91,43,94,inf,inf,inf,inf,98,inf,inf,80,inf,inf,inf,inf,23,31,39,inf,inf,inf,inf,28,inf,77,inf,inf,71,inf,90,39,inf,11,inf,96,12,inf,84,inf,6,inf,inf,inf,77,85,inf,inf,10,inf,inf,inf,inf,53,5,44,60,82,inf,inf,inf,48,inf,inf,inf,29,41,99,88,inf,48,46,29,inf,inf,20,11,74,inf,79,25,88,inf,19,53,68,37,inf,39,inf,inf,69,79,inf,86,66,51,7,85,inf,inf,inf,67,2,inf,inf,33,48,inf,inf,inf,inf,51,inf,19,10,inf,56,7,72,14,49,inf,38,inf,inf,60,2,inf,inf,36,12,inf,inf,inf,inf,46,inf,inf,inf,45,inf,inf,inf,99,15,inf,13,inf,inf,inf,inf,inf,22,inf,92,inf,inf,68,43,56,inf,inf,80,inf,inf,inf,inf,inf,inf,89,19,48,13,inf,79,95,5,inf,inf,inf,97,94,inf,inf,inf,inf,74,32,4,inf,inf,59,inf,75,63,77,1,inf,inf,inf,30,86,inf,28,66,67,4,inf,inf,58,60,inf,23,81,41,inf,15,inf,71,inf,inf,inf,inf,inf,2,inf,inf,22,93
inf,98,0,inf,inf,inf,79,inf,27,inf,inf,inf,inf,inf,69,22,92,97,inf,inf,51,inf,inf,inf,61,inf,24,inf,28,inf,47,inf,inf,inf,inf,inf,32,inf,72,94,inf,50,inf,inf,inf,inf,21,inf,inf,inf,85,inf,28,inf,15,inf,21,inf,inf,12,60,inf,68,79,19,inf,inf,88,inf,inf,42,inf,inf,inf,inf,98,inf,47,80,47,inf,inf,31,83,inf,65,inf,64,inf,inf,inf,inf,49,inf,inf,7,inf,inf,inf,95,77,54,inf,inf,inf,30,inf,18,inf,80,inf,inf,43,98,17,inf,46,inf,inf,19,2,57,inf,99,96,inf,19,16,inf,inf,inf,inf,29,96,53,inf,82,inf,28,inf,inf,inf,39,inf,100,56,14,38,41,inf,59,inf,44,inf,86,inf,31,40,82,inf,39,inf,30,inf,9,inf,64,inf,inf,20,33,86,inf,inf,inf,30,inf,75,83,inf,inf,inf,inf,31,75,inf,84,60,inf,inf,inf,inf,inf,inf,inf,58,inf,22,17,inf,inf,inf,inf,22,13,inf,inf,88,50,inf,inf,58,inf,inf,28,inf,51,44,inf,4,5,inf,72,27,inf,95,inf,58,91,inf,inf,inf,inf,inf,75,inf,55,67,inf,inf,13,inf,inf,inf,inf,8,inf,inf,96,inf,93,61,82,80,73,inf,inf,inf,74,91,inf,75,82,inf,inf,inf,inf,inf,inf,inf,inf,inf,16,inf,92,70,29,inf,96,88,27,47,28,65,inf,inf,54,inf,22,inf,inf,56,inf,9,43,inf,inf,34,inf,inf,inf,inf,inf,100,64,73,inf,3,29,62,15,92,inf,inf,inf,14,93,9,inf,inf,inf,33,67,inf,inf,inf,inf,inf,inf,inf,inf,76,inf,31,100,inf,62,41,37,90,85,86,38,51,96,inf,2,inf,inf,22,78,inf,10,25,inf,inf,16,inf,inf,inf,inf,90,inf,7,inf,63,51,inf,45,inf,61,inf,inf,inf,inf,inf,inf,82,inf,inf,inf,29,39,inf,2,90,inf,47,61,28,inf,inf,inf,inf,inf,16,42,18,inf,48,72,inf,26,37,44,inf,68,63,37,25,inf,inf,98,inf,62,86,inf,21,1,inf,77,inf,29,87,inf,43,34,34,19,36,98,inf,inf,inf,22,50,inf,inf,31,inf,inf,31,inf,46,30,60,inf,inf,inf,inf,5,23,inf,8,inf,inf,inf,inf,inf,inf,inf,37,inf,69,69,86,32,inf,inf,inf,83,14,75,11,inf,inf,inf,inf,inf,85,84,87,17,8,39,inf,inf,31,inf,43,inf,inf,inf,49,inf,18,84,16,inf,28,inf,inf,inf,inf,inf,inf,inf,14,inf,39,inf,55
18,70,12,0,9,inf,inf,48,inf,inf,59,84,inf,93,46,62,6,inf,6,inf,inf,inf,inf,inf,inf,49,inf,26,inf,inf,inf,inf,inf,inf,53,83,inf,86,inf,4,80,inf,43,47,36,8,67,42,inf,inf,87,10,68,inf,inf,inf,inf,69,44,inf,71,96,inf,79,inf,inf,inf,59,inf,26,31,inf,39,inf,2,inf,67,inf,inf,67,inf,inf,inf,inf,inf,inf,inf,inf,inf,74,16,46,15,inf,67,inf,inf,56,inf,inf,inf,inf,74,53,inf,78,inf,inf,inf,85,13,6,90,48,89,13,1,inf,inf,inf,inf,35,inf,82,89,38,inf,inf,inf,58,inf,81,inf,inf,87,98,75,60,inf,inf,inf,50,73,75,40,69,49,73,inf,inf,inf,58,91,inf,51,inf,12,30,52,96,73,30,inf,99,25,inf,54,97,inf,inf,inf,71,inf,96,inf,inf,58,60,inf,inf,inf,69,33,95,59,22,21,34,9,inf,49,inf,inf,85,inf,94,100,inf,30,51,75,55,inf,inf,inf,inf,inf,87,28,33,inf,inf,inf,inf,49,68,inf,71,72,61,21,68,inf,inf,inf,88,inf,inf,inf,36,73,inf,6,inf,14,56,24,inf,74,inf,19,91,79,25,31,60,80,inf,93,inf,38,inf,inf,inf,68,96,inf,35,71,70,inf,inf,42,79,96,69,14,inf,100,2,inf,inf,50,53,inf,inf,7,inf,10,1,inf,inf,8,88,39,1,inf,36,40,60,inf,22,inf,inf,89,inf,83,inf,17,inf,inf,56,inf,60,46,70,inf,63,60,inf,inf,inf,inf,inf,58,27,16,72,inf,inf,inf,inf,inf,23,2,6,inf,inf,98,inf,39,inf,67,65,48,19,11,inf,inf,inf,62,inf,inf,29,55,inf,inf,inf,inf,inf,inf,92,inf,7,inf,inf,inf,18,inf,inf,inf,22,inf,66,inf,inf,inf,inf,inf,74,92,inf,inf,86,inf,inf,76,inf,inf,inf,82,inf,3,inf,74,inf,4,7,inf,98,99,inf,39,inf,51,49,inf,82,21,34,18,47,10,40,86,58,62,17,inf,inf,54,inf,56,inf,inf,64,14,inf,inf,inf,inf,inf,88,inf,88,92,36,inf,inf,12,inf,40,70,53,inf,inf,inf,17,inf,74,inf,94,24,inf,inf,inf,inf,inf,64,inf,38,inf,inf,inf,74,inf,inf,47,42,inf,inf,inf,inf,28,55,inf,14,inf,inf,inf,100,inf,8,69,inf,inf,inf,21,inf,56,inf,inf,32,81,84,inf,inf,80,32,49,inf,39,3,71,inf,inf,19,inf,65,inf,inf,40,68,inf,61,inf,inf,inf,47,inf,inf,inf
67,17,inf,inf,0,inf,5,inf,27,73,23,71,8,inf,62,19,inf,90,inf,54,22,inf,inf,63,7,inf,59,inf,16,30,inf,inf,inf,inf,inf,inf,inf,23,inf,inf,20,inf,100,inf,97,14,75,inf,inf,inf,inf,35,37,76,inf,89,24,33,57,50,88,inf,39,42,83,inf,84,42,84,52,55,88,60,inf,inf,16,inf,inf,31,inf,69,15,22,46,52,90,inf,inf,inf,inf,inf,inf,63,inf,inf,inf,inf,inf,inf,89,inf,inf,33,19,inf,inf,inf,16,inf,72,78,inf,inf,inf,42,inf,inf,56,23,8,48,6,24,21,57,inf,5,inf,inf,89,inf,inf,38,14,inf,inf,inf,54,76,inf,inf,79,80,42,91,69,inf,inf,inf,inf,inf,3,53,49,inf,inf,inf,inf,4,88,inf,inf,inf,72,40,9,inf,15,14,53,inf,72,inf,inf,inf,inf,65,inf,76,inf,29,78,inf,inf,9,46,55,82,56,57,inf,inf,68,inf,inf,71,inf,inf,92,95,59,inf,52,inf,46,inf,inf,inf,92,29,14,inf,55,32,inf,67,82,inf,48,30,inf,inf,22,inf,inf,90,23,inf,inf,inf,63,inf,inf,6,inf,inf,inf,5,inf,56,69,21,15,inf,8,inf,inf,inf,53,inf,61,41,39,inf,inf,78,inf,60,inf,inf,inf,inf,inf,inf,inf,5,31,39,9,80,inf,76,63,inf,67,83,inf,86,inf,65,59,inf,inf,inf,inf,87,23,inf,inf,inf,67,87,79,inf,inf,15,90,inf,92,38,inf,93,1,51,50,inf,23,inf,56,inf,70,inf,20,65,71,82,inf,inf,inf,100,46,64,76,53,12,inf,inf,inf,29,inf,69,inf,inf,inf,inf,8,inf,inf,30,inf,inf,1,inf,45,inf,inf,54,inf,82,69,inf,inf,71,36,50,inf,inf,inf,95,inf,75,72,inf,inf,inf,inf,inf,50,91,inf,83,inf,64,inf,inf,inf,inf,35,inf,inf,8,5,91,inf,78,66,inf,25,inf,8,66,inf,inf,inf,67,inf,36,66,inf,76,61,inf,inf,80,inf,inf,inf,inf,6,inf,inf,67,87,18,13,inf,inf,97,71,inf,25,44,77,73,12,31,inf,inf,23,43,inf,63,56,inf,34,inf,inf,15,inf,89,inf,inf,21,21,inf,inf,inf,30,6,inf,76,60,inf,57,86,42,inf,70,89,31,inf,5,71,inf,61,32,81,62,inf,56,19,33,99,inf,inf,inf,inf,51,11,83,inf,96,91,inf,21,96,85,inf,inf,85,58,99,inf,inf,inf,39,inf,1,inf,inf,63,inf,31,inf,10,32,9,63,inf,7,inf,71
inf,73,15,inf,inf,0,6,inf,inf,inf,inf,inf,inf,78,inf,inf,inf,58,inf,13,22,76,inf,inf,inf,inf,5,inf,inf,inf,inf,40,97,inf,inf,inf,98,82,7,87,inf,73,inf,inf,inf,inf,55,inf,inf,28,93,95,inf,16,29,99,inf,inf,69,inf,inf,inf,29,23,79,61,52,inf,inf,75,inf,inf,inf,inf,50,inf,inf,47,inf,15,inf,inf,2,inf,inf,inf,62,inf,inf,inf,inf,inf,inf,inf,32,63,inf,55,inf,11,inf,inf,inf,35,inf,inf,inf,inf,inf,40,inf,inf,inf,inf,inf,inf,80,inf,inf,inf,inf,inf,inf,63,inf,inf,83,inf,inf,54,21,25,8,33,93,94,inf,inf,inf,inf,inf,51,35,inf,inf,inf,5,65,inf,inf,55,63,inf,48,inf,inf,44,inf,inf,17,19,46,29,10,15,inf,4,inf,inf,inf,inf,inf,inf,inf,41,inf,inf,5,inf,19,inf,34,86,79,35,inf,5,30,inf,inf,61,inf,inf,inf,inf,39,56,21,inf,inf,inf,inf,75,inf,85,26,inf,99,inf,80,61,58,15,8,48,59,inf,22,inf,39,8,41,inf,84,inf,inf,inf,2,inf,inf,4,inf,15,inf,54,61,100,44,76,96,inf,4,91,38,inf,90,inf,91,61,inf,17,inf,inf,8,30,77,13,20,33,inf,inf,15,inf,inf,inf,inf,60,18,6,inf,inf,32,inf,22,93,87,94,36,inf,inf,inf,38,inf,71,40,67,inf,inf,9,inf,inf,inf,18,inf,inf,inf,63,47,92,47,inf,60,98,inf,39,inf,inf,inf,inf,inf,inf,29,45,89,47,inf,14,67,inf,80,18,inf,inf,inf,97,31,inf,inf,inf,73,inf,inf,inf,19,32,inf,inf,27,87,37,76,41,42,53,80,inf,inf,15,inf,inf,80,47,10,8,inf,38,inf,61,62,inf,90,79,inf,inf,inf,inf,19,inf,inf,inf,5,58,inf,inf,inf,18,inf,95,57,74,22,inf,inf,inf,inf,86,inf,14,inf,inf,7,55,92,inf,54,89,inf,inf,inf,81,inf,inf,inf,100,inf,inf,68,80,22,inf,inf,inf,71,inf,57,inf,33,inf,inf,80,8,inf,inf,64,69,76,19,inf,inf,14,65,72,33,inf,92,54,19,inf,inf,34,11,inf,92,33,inf,inf,inf,inf,20,inf,inf,34,30,27,inf,69,inf,49,inf,4,77,59,inf,87,inf,inf,51,inf,28,43,inf,51,43,inf,inf,60,inf,inf,inf,inf,67,inf,15,15,inf,62,91,15,inf,35,inf,inf,inf,10,inf,71,29,74,61,50,75,53,inf,inf,inf,inf,37,2,60,inf,inf,98
inf,inf,2,inf,inf,27,0,inf,inf,inf,54,inf,inf,2,inf,88,99,inf,inf,70,inf,inf,65,5,13,80,inf,inf,inf,15,16,inf,inf,59,inf,inf,inf,inf,44,89,inf,70,inf,99,14,inf,inf,inf,70,28,inf,inf,72,inf,93,inf,85,inf,inf,42,inf,2,inf,inf,inf,31,inf,12,44,38,inf,10,inf,inf,inf,inf,inf,100,59,64,39,inf,inf,40,inf,28,inf,inf,45,51,53,44,16,inf,44,46,inf,inf,inf,74,inf,inf,inf,inf,inf,inf,55,inf,82,inf,82,inf,64,83,32,inf,inf,90,33,inf,46,34,16,inf,87,inf,inf,10,inf,56,inf,1,inf,72,30,62,inf,91,inf,inf,inf,inf,inf,62,inf,inf,inf,inf,49,78,69,23,95,11,inf,34,inf,67,inf,inf,inf,inf,inf,18,inf,inf,inf,94,inf,inf,90,36,66,98,inf,inf,32,96,inf,58,inf,inf,43,18,85,inf,25,23,inf,inf,4,inf,55,88,40,27,53,39,6,inf,inf,inf,54,15,inf,inf,39,9,26,inf,inf,inf,35,inf,76,inf,24,inf,inf,31,15,inf,inf,inf,60,4,10,inf,inf,inf,inf,inf,inf,47,15,13,inf,inf,inf,7,inf,59,59,21,10,1,inf,inf,inf,inf,77,inf,inf,inf,inf,30,inf,83,16,inf,inf,inf,13,2,inf,61,inf,inf,inf,27,58,inf,24,78,inf,19,53,22,inf,94,inf,35,inf,36,93,76,inf,33,11,26,inf,58,43,inf,80,35,inf,inf,inf,20,inf,inf,80,inf,inf,100,inf,35,90,12,inf,7,43,inf,inf,inf,inf,inf,inf,45,86,inf,inf,54,42,inf,41,55,inf,inf,inf,13,19,59,15,inf,inf,inf,61,inf,32,inf,inf,43,6,92,88,inf,25,7,18,67,inf,74,61,36,inf,69,inf,93,33,95,inf,inf,inf,inf,inf,4,4,inf,inf,80,inf,inf,43,57,98,92,inf,32,85,91,74,inf,inf,8,82,inf,29,91,inf,18,97,27,inf,inf,25,59,inf,inf,30,inf,3,inf,22,inf,73,inf,8,inf,55,49,inf,71,91,98,inf,inf,81,inf,60,inf,inf,41,inf,52,55,56,inf,inf,inf,95,95,inf,inf,inf,78,3,inf,inf,inf,inf,inf,inf,71,98,92,inf,inf,64,inf,13,inf,69,inf,99,96,inf,94,inf,inf,inf,62,inf,inf,7,inf,11,92,inf,29,inf,inf,inf,inf,inf,inf,32,inf,62,7,24,inf,inf,31,inf,8,52,inf,10,77,83,93,inf,78,inf,inf,inf,inf,29,inf,30,77,inf,inf,7,inf,inf,65,inf,75,80
inf,inf,inf,75,16,inf,41,0,55,inf,9,inf,29,90,73,59,28,inf,70,inf,inf,21,100,inf,inf,inf,inf,69,52,inf,inf,inf,42,9,100,68,inf,inf,69,inf,74,inf,99,22,31,5,48,82,54,inf,inf,inf,74,inf,inf,inf,inf,59,93,inf,inf,31,inf,62,87,inf,inf,64,47,inf,inf,inf,inf,inf,61,inf,inf,inf,inf,54,inf,1,46,inf,91,21,inf,98,11,inf,inf,inf,77,47,inf,99,inf,20,inf,1,17,inf,inf,inf,inf,inf,99,inf,24,18,38,inf,inf,inf,inf,31,inf,66,inf,inf,inf,inf,49,inf,43,inf,14,inf,23,71,40,46,inf,inf,inf,inf,65,39,inf,inf,56,inf,59,90,70,inf,inf,inf,inf,83,inf,26,6,15,14,76,75,35,inf,inf,8,inf,inf,inf,inf,61,inf,63,inf,19,inf,16,19,17,inf,12,inf,inf,inf,70,73,61,inf,3,inf,90,86,90,3,inf,62,inf,86,inf,inf,inf,1,25,inf,70,15,inf,inf,70,inf,30,inf,inf,inf,23,62,2,72,inf,90,19,inf,inf,89,inf,37,89,inf,82,inf,44,inf,inf,inf,inf,inf,7,inf,60,inf,inf,95,inf,8,inf,60,35,inf,inf,82,inf,69,inf,77,62,inf,2,69,inf,inf,inf,inf,16,77,69,inf,69,56,10,90,inf,87,78,inf,inf,inf,40,100,22,79,52,54,81,88,inf,inf,19,69,inf,inf,inf,inf,21,inf,inf,86,10,inf,inf,inf,inf,inf,inf,inf,36,45,89,inf,96,75,inf,64,86,51,inf,11,58,inf,inf,inf,95,73,30,53,60,inf,51,inf,inf,inf,inf,5,36,51,inf,40,inf,23,inf,90,inf,46,inf,53,70,inf,99,21,67,inf,5,19,61,33,inf,inf,inf,65,81,27,inf,95,inf,40,5,82,47,inf,55,inf,36,inf,inf,inf,inf,inf,inf,inf,inf,inf,67,inf,inf,inf,inf,87,21,88,inf,inf,inf,84,inf,inf,inf,inf,65,45,inf,10,31,69,inf,17,inf,39,inf,64,74,inf,29,inf,inf,inf,56,82,58,inf,79,inf,inf,77,62,89,inf,15,inf,69,33,inf,39,inf,16,inf,inf,10,inf,23,61,58,inf,3,inf,75,55,inf,inf,inf,inf,77,inf,inf,inf,inf,21,91,inf,inf,inf,31,inf,5,91,88,76,inf,inf,inf,inf,30,inf,88,23,3,inf,49,5,50,inf,inf,87,95,23,inf,inf,96,28,17,39,inf,26,71,40,inf,inf,82,52,inf,inf,inf,inf,inf,8,inf,28,inf,45,inf,58,inf,inf,17,86,77,4,inf,inf
93,inf,43,inf,4,inf,inf,inf,0,inf,inf,inf,inf,inf,71,inf,12,30,inf,42,10,48,inf,inf,inf,inf,91,inf,inf,inf,inf,inf,inf,38,inf,inf,inf,3,31,77,inf,inf,inf,45,inf,89,33,inf,inf,inf,4,inf,inf,inf,inf,76,10,87,92,50,5,33,inf,inf,61,inf,46,5,inf,inf,inf,99,inf,45,87,10,55,inf,inf,8,inf,48,inf,59,inf,inf,inf,78,inf,37,inf,inf,inf,33,inf,84,inf,inf,inf,18,2,inf,inf,inf,inf,46,32,92,61,inf,inf,88,inf,inf,13,79,inf,40,86,67,53,inf,inf,inf,inf,83,59,31,67,98,40,73,inf,68,97,inf,inf,inf,inf,inf,96,inf,inf,82,70,32,inf,inf,22,inf,inf,inf,inf,81,inf,44,28,inf,78,24,33,54,80,66,inf,62,35,5,inf,inf,inf,inf,70,inf,3,inf,inf,90,16,2,inf,inf,inf,33,inf,inf,93,inf,41,inf,5,45,inf,inf,71,28,28,98,100,49,inf,inf,90,inf,inf,inf,63,inf,inf,inf,inf,25,44,32,18,inf,98,inf,inf,57,inf,inf,inf,62,inf,inf,inf,inf,49,50,39,inf,inf,38,57,96,inf,3,inf,inf,27,inf,24,inf,inf,8,inf,98,14,inf,100,inf,inf,57,43,69,inf,1,84,inf,inf,70,14,18,inf,inf,18,91,82,9,37,inf,inf,52,82,inf,85,17,40,40,44,80,inf,inf,74,74,inf,inf,inf,67,72,inf,65,12,83,inf,98,68,inf,inf,31,73,2,inf,69,73,inf,75,inf,87,inf,inf,38,inf,inf,79,inf,inf,63,43,95,inf,18,inf,inf,46,inf,inf,18,inf,91,82,inf,inf,53,83,49,inf,44,inf,93,67,inf,inf,34,inf,76,29,inf,77,1,inf,23,21,37,inf,inf,inf,inf,inf,86,inf,41,8,inf,93,inf,inf,37,inf,inf,10,80,inf,inf,57,83,inf,inf,18,13,inf,inf,52,inf,49,29,82,inf,17,44,58,98,inf,inf,inf,inf,inf,48,67,inf,59,inf,inf,37,inf,27,inf,inf,inf,63,inf,21,15,82,91,inf,inf,inf,84,inf,inf,17,91,16,inf,inf,inf,inf,47,inf,inf,inf,78,48,9,60,inf,39,41,inf,inf,inf,41,81,54,69,inf,inf,48,inf,inf,inf,inf,inf,9,32,inf,25,2,inf,inf,inf,inf,inf,inf,75,inf,inf,inf,92,68,inf,inf,inf,51,inf,95,27,3,54,inf,inf,inf,inf,8,inf,62,95,inf,inf,inf,50,inf,inf,70,37,51,64,inf,92,65,66,60,inf,inf,7,inf,32,4,20,51
55,36,76,inf,inf,inf,60,96,inf,0,77,21,inf,inf,inf,inf,60,inf,inf,49,inf,inf,inf,26,24,inf,19,90,inf,inf,inf,79,inf,inf,63,14,inf,inf,25,21,30,inf,inf,90,inf,inf,inf,60,6,inf,35,inf,inf,inf,inf,38,inf,inf,inf,4,inf,82,19,56,73,inf,98,21,88,inf,inf,inf,inf,inf,inf,89,inf,74,48,inf,34,98,90,56,66,inf,inf,inf,inf,81,inf,inf,7,51,85,inf,inf,61,25,53,70,inf,57,35,83,35,48,29,60,inf,18,inf,65,23,inf,19,inf,inf,21,inf,inf,76,52,inf,inf,inf,inf,40,inf,inf,inf,inf,inf,inf,17,13,inf,inf,36,95,inf,inf,inf,24,84,25,inf,inf,inf,inf,inf,inf,42,inf,inf,45,inf,inf,37,82,inf,82,inf,73,inf,70,31,inf,inf,82,inf,83,8,inf,inf,inf,inf,67,57,inf,9,56,42,inf,67,58,85,inf,inf,67,inf,68,48,16,17,80,inf,inf,inf,inf,inf,inf,62,36,inf,inf,inf,66,26,40,inf,17,71,29,84,22,82,inf,38,15,inf,13,inf,61,inf,inf,19,23,80,46,inf,13,inf,14,87,inf,inf,100,2,inf,70,inf,78,23,64,40,60,inf,61,inf,inf,inf,inf,72,5,32,55,9,60,inf,inf,44,inf,3,inf,inf,67,47,inf,6,31,89,inf,68,inf,6,85,inf,inf,50,inf,22,inf,inf,inf,5,inf,50,73,inf,2,48,40,41,27,inf,85,97,inf,72,inf,inf,1,inf,inf,inf,3,inf,6,24,13,83,inf,inf,7,21,25,inf,inf,inf,68,inf,82,70,50,38,42,inf,inf,93,19,94,66,10,100,61,inf,inf,inf,inf,inf,inf,inf,inf,1,14,27,inf,26,inf,57,43,46,9,inf,inf,82,inf,15,39,28,inf,68,inf,85,inf,inf,inf,86,inf,16,inf,inf,11,100,50,inf,inf,inf,inf,35,inf,5,24,98,inf,30,82,inf,87,39,inf,34,65,21,inf,56,inf,78,13,inf,66,85,inf,84,56,51,inf,36,84,inf,inf,inf,84,11,inf,37,inf,inf,inf,inf,inf,inf,57,inf,60,inf,4,9,inf,17,62,inf,inf,15,inf,inf,56,79,inf,inf,29,6,9,inf,95,92,54,23,35,inf,inf,68,61,42,inf,inf,inf,66,12,inf,inf,48,37,inf,inf,41,inf,inf,inf,84,inf,7,inf,37,2,inf,78,inf,inf,79,inf,inf,60,inf,inf,inf,inf,inf,12,44,inf,45,26,87,inf,inf,24,inf,inf,93,inf,inf,19,29,34,23,inf,6,inf,9,inf
